DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2024-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2024-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2024-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2024-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2024-01-01,67.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2024-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2024-01-01,41.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2024-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2024-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2024-01-01,54.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2024-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2024-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2024-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2024-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2024-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2024-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2024-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2024-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2024-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2024-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2024-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2024-01-01,57.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2024-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2024-01-01,35.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2024-01-01,22.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2024-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2024-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2024-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2024-01-01,34.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2024-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2024-01-01,65.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2024-01-01,44.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AL,2025-01-01,39.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,AT,2025-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BA,2025-01-01,34.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BE,2025-01-01,69.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,BG,2025-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CH,2025-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CY,2025-01-01,55.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,CZ,2025-01-01,59.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DE,2025-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,DK,2025-01-01,89.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EA21,2025-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EE,2025-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EL,2025-01-01,50.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ES,2025-01-01,55.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,EU27_2020,2025-01-01,62.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FI,2025-01-01,88.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,FR,2025-01-01,66.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HR,2025-01-01,47.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,HU,2025-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IE,2025-01-01,76.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IS,2025-01-01,77.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,IT,2025-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,JP,2025-01-01,71.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,KR,2025-01-01,63.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LT,2025-01-01,65.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LU,2025-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,LV,2025-01-01,60.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,ME,2025-01-01,46.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MK,2025-01-01,40.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,MT,2025-01-01,49.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NL,2025-01-01,78.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,NO,2025-01-01,81.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PL,2025-01-01,53.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,PT,2025-01-01,56.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RO,2025-01-01,45.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RS,2025-01-01,33.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,RU,2025-01-01,22.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SE,2025-01-01,80.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SI,2025-01-01,58.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,SK,2025-01-01,48.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,TR,2025-01-01,31.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,UK,2025-01-01,70.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,US,2025-01-01,64.0,,
ESTAT:SDG_16_50(1.0),04/03/26 23:00:00,A,SC,XK,2025-01-01,43.0,,
