DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2010-01-01,1.62,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2010-01-01,1.57,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2010-01-01,1.62,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2010-01-01,1.87,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2010-01-01,2.03,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2010-01-01,2.02,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2010-01-01,1.81,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2010-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2010-01-01,1.25,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2010-01-01,2.05,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2010-01-01,2.2,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2010-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2010-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2010-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2010-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2010-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2010-01-01,1.3,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2010-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2010-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2010-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2010-01-01,1.79,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2010-01-01,1.95,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2010-01-01,1.41,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2010-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2010-01-01,1.59,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2010-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RU,2010-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2010-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2010-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2010-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2010-01-01,2.04,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2010-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2010-01-01,1.92,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2011-01-01,1.65,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2011-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2011-01-01,1.81,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2011-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2011-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2011-01-01,1.52,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2011-01-01,1.35,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2011-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2011-01-01,1.39,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2011-01-01,1.39,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2011-01-01,1.75,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2011-01-01,1.61,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2011-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2011-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2011-01-01,1.67,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2011-01-01,1.4,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2011-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2011-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2011-01-01,1.54,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2011-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2011-01-01,1.83,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2011-01-01,2.01,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2011-01-01,2.0,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2011-01-01,1.48,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2011-01-01,1.23,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2011-01-01,2.03,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2011-01-01,2.02,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2011-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2011-01-01,1.69,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2011-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2011-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2011-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2011-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2011-01-01,1.65,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2011-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2011-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2011-01-01,1.76,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2011-01-01,1.88,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2011-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2011-01-01,1.35,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2011-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2011-01-01,1.4,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2011-01-01,1.9,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2011-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2011-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2011-01-01,2.03,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2011-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2011-01-01,1.91,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2012-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2012-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2012-01-01,2.0,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2012-01-01,1.8,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2012-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2012-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2012-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2012-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2012-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2012-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2012-01-01,1.41,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2012-01-01,1.73,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2012-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2012-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2012-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2012-01-01,1.66,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2012-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2012-01-01,1.32,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2012-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2012-01-01,1.54,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2012-01-01,1.59,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2012-01-01,1.8,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2012-01-01,2.01,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FX,2012-01-01,1.99,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2012-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2012-01-01,1.34,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2012-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2012-01-01,2.04,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2012-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2012-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2012-01-01,1.6,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2012-01-01,1.57,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2012-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2012-01-01,1.28,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2012-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2012-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2012-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2012-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2012-01-01,1.85,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2012-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2012-01-01,1.28,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2012-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2012-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2012-01-01,1.91,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2012-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2012-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SM,2012-01-01,1.26,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2012-01-01,2.09,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2012-01-01,1.53,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2012-01-01,1.92,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2013-01-01,1.73,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2013-01-01,1.44,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2013-01-01,1.98,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2013-01-01,1.76,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2013-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2013-01-01,1.67,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2013-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2013-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2013-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2013-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2013-01-01,1.42,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2013-01-01,1.67,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2013-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2013-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2013-01-01,1.29,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2013-01-01,1.27,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2013-01-01,1.51,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2013-01-01,1.75,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2013-01-01,1.99,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2013-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2013-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2013-01-01,1.93,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2013-01-01,1.93,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2013-01-01,1.39,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2013-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2013-01-01,1.59,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2013-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2013-01-01,1.73,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2013-01-01,1.49,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2013-01-01,1.36,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2013-01-01,1.68,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2013-01-01,1.78,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2013-01-01,1.29,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2013-01-01,1.21,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2013-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2013-01-01,1.43,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2013-01-01,1.89,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2013-01-01,1.55,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2013-01-01,1.34,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2013-01-01,2.08,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2013-01-01,1.83,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2014-01-01,1.73,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2014-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2014-01-01,1.97,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2014-01-01,1.74,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2014-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2014-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2014-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2014-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2014-01-01,1.53,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2014-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2014-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2014-01-01,1.69,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2014-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2014-01-01,1.58,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA31,2014-01-01,1.58,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EFTA,2014-01-01,1.63,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EL,2014-01-01,1.3,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ES,2014-01-01,1.32,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2007,2014-01-01,1.58,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU27_2020,2014-01-01,1.54,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EU28,2014-01-01,1.58,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FI,2014-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,FR,2014-01-01,2.0,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,GE,2014-01-01,1.97,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HR,2014-01-01,1.47,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,HU,2014-01-01,1.45,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IE,2014-01-01,1.89,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IS,2014-01-01,1.93,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,IT,2014-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LI,2014-01-01,1.59,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LT,2014-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LU,2014-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,LV,2014-01-01,1.65,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MD,2014-01-01,1.33,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,ME,2014-01-01,1.75,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MK,2014-01-01,1.52,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,MT,2014-01-01,1.38,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NL,2014-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,NO,2014-01-01,1.75,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PL,2014-01-01,1.32,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,PT,2014-01-01,1.24,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RO,2014-01-01,1.56,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,RS,2014-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SE,2014-01-01,1.88,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SI,2014-01-01,1.58,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,SK,2014-01-01,1.37,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,TR,2014-01-01,2.17,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UA,2014-01-01,1.46,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,UK,2014-01-01,1.81,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AL,2015-01-01,1.59,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AM,2015-01-01,1.62,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AT,2015-01-01,1.49,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,AZ,2015-01-01,1.94,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BE,2015-01-01,1.7,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BG,2015-01-01,1.64,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,BY,2015-01-01,1.72,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CH,2015-01-01,1.54,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CY,2015-01-01,1.31,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,CZ,2015-01-01,1.57,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE,2015-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DE_TOT,2015-01-01,1.5,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,DK,2015-01-01,1.71,,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EE,2015-01-01,1.58,b,
ESTAT:DEMO_FIND(1.0),20/04/26 23:00:00,A,TOTFERRT,EEA30_2007,2015-01-01,1.58,b,
