DATAFLOW,LAST UPDATE,freq,unit,sex,age,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,P,EU27_2020,2022-01-01,4135.5,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,Q,EU27_2020,2022-01-01,4870.7,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,C,EU27_2020,2023-01-01,9703.0,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,F,EU27_2020,2023-01-01,1463.4,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,J,EU27_2020,2023-01-01,2356.7,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,P,EU27_2020,2023-01-01,11080.8,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,F,Y15-74,Q,EU27_2020,2023-01-01,17870.6,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,C,EU27_2020,2023-01-01,22060.9,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,F,EU27_2020,2023-01-01,12443.7,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,J,EU27_2020,2023-01-01,5447.6,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,P,EU27_2020,2023-01-01,4165.7,,
ESTAT:LFSA_EGAN2(1.0),09/01/26 23:00:00,A,THS_PER,M,Y15-74,Q,EU27_2020,2023-01-01,5024.0,,
