DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2016-01-01,42.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2016-01-01,2.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2016-01-01,61.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2016-01-01,16.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2016-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2016-01-01,47.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2016-01-01,36.7,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2016-01-01,35.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2016-01-01,14.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2016-01-01,13.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2016-01-01,24.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2016-01-01,30.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2016-01-01,21.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2016-01-01,30.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2016-01-01,7.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2016-01-01,7.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2016-01-01,33.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2016-01-01,38.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2016-01-01,32.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2016-01-01,9.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2016-01-01,35.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2016-01-01,11.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2016-01-01,4.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2016-01-01,5.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2016-01-01,26.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2016-01-01,76.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2016-01-01,38.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2016-01-01,10.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2016-01-01,13.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2016-01-01,9.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2016-01-01,13.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2016-01-01,36.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2016-01-01,13.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2016-01-01,8.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2016-01-01,19.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2016-01-01,42.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2016-01-01,11.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2016-01-01,10.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2016-01-01,1.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2016-01-01,17.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CY,2016-01-01,12.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CZ,2016-01-01,3.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DE,2016-01-01,10.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DK,2016-01-01,16.8,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EA21,2016-01-01,10.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EE,2016-01-01,7.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EL,2016-01-01,7.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ES,2016-01-01,7.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EU27_2020,2016-01-01,9.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FI,2016-01-01,11.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FR,2016-01-01,8.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HR,2016-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HU,2016-01-01,3.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IE,2016-01-01,13.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IS,2016-01-01,13.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IT,2016-01-01,8.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LT,2016-01-01,5.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2016-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2016-01-01,6.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2016-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2016-01-01,4.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2016-01-01,7.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2016-01-01,27.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2016-01-01,16.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2016-01-01,4.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2016-01-01,9.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2016-01-01,8.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2016-01-01,11.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2016-01-01,15.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2016-01-01,6.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2016-01-01,4.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2016-01-01,6.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2016-01-01,13.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2017-01-01,47.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2017-01-01,41.3,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2017-01-01,2.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2017-01-01,61.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2017-01-01,16.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2017-01-01,12.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2017-01-01,47.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2017-01-01,35.8,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2017-01-01,35.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2017-01-01,15.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2017-01-01,14.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2017-01-01,24.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2017-01-01,30.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2017-01-01,21.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2017-01-01,29.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2017-01-01,6.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2017-01-01,6.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2017-01-01,31.2,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2017-01-01,37.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2017-01-01,32.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2017-01-01,10.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2017-01-01,35.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2017-01-01,11.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2017-01-01,5.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2017-01-01,4.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2017-01-01,25.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2017-01-01,76.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2017-01-01,37.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2017-01-01,10.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2017-01-01,13.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2017-01-01,8.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2017-01-01,13.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2017-01-01,35.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2017-01-01,15.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2017-01-01,8.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2017-01-01,19.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2017-01-01,41.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2017-01-01,11.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2017-01-01,10.7,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2017-01-01,2.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2017-01-01,18.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CY,2017-01-01,9.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CZ,2017-01-01,3.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DE,2017-01-01,11.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DK,2017-01-01,16.8,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EA21,2017-01-01,10.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EE,2017-01-01,6.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EL,2017-01-01,6.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ES,2017-01-01,7.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EU27_2020,2017-01-01,9.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FI,2017-01-01,11.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FR,2017-01-01,8.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HR,2017-01-01,4.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HU,2017-01-01,3.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IE,2017-01-01,11.5,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IS,2017-01-01,12.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IT,2017-01-01,8.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LT,2017-01-01,6.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2017-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2017-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2017-01-01,5.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2017-01-01,4.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2017-01-01,7.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2017-01-01,28.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2017-01-01,16.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2017-01-01,4.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2017-01-01,8.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2017-01-01,7.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2017-01-01,11.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2017-01-01,15.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2017-01-01,7.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2017-01-01,4.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2017-01-01,6.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2017-01-01,12.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2018-01-01,47.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2018-01-01,41.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BG,2018-01-01,2.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CH,2018-01-01,61.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CY,2018-01-01,14.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,CZ,2018-01-01,12.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DE,2018-01-01,47.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,DK,2018-01-01,35.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EA21,2018-01-01,34.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EE,2018-01-01,16.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EL,2018-01-01,13.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ES,2018-01-01,24.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,EU27_2020,2018-01-01,30.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FI,2018-01-01,21.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,FR,2018-01-01,29.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HR,2018-01-01,7.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,HU,2018-01-01,6.9,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IE,2018-01-01,30.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IS,2018-01-01,34.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,IT,2018-01-01,32.4,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LT,2018-01-01,9.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LU,2018-01-01,31.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,LV,2018-01-01,10.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,ME,2018-01-01,4.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MK,2018-01-01,3.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,MT,2018-01-01,23.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NL,2018-01-01,75.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,NO,2018-01-01,38.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PL,2018-01-01,10.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,PT,2018-01-01,11.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RO,2018-01-01,8.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,RS,2018-01-01,11.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SE,2018-01-01,34.6,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SI,2018-01-01,14.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,SK,2018-01-01,7.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,TR,2018-01-01,19.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,UK,2018-01-01,40.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,AT,2018-01-01,10.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BE,2018-01-01,10.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,BG,2018-01-01,1.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CH,2018-01-01,18.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CY,2018-01-01,8.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,CZ,2018-01-01,3.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DE,2018-01-01,11.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,DK,2018-01-01,15.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EA21,2018-01-01,9.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EE,2018-01-01,7.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EL,2018-01-01,6.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ES,2018-01-01,6.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,EU27_2020,2018-01-01,9.2,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FI,2018-01-01,11.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,FR,2018-01-01,8.4,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HR,2018-01-01,4.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,HU,2018-01-01,3.1,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IE,2018-01-01,11.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IS,2018-01-01,11.9,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,IT,2018-01-01,8.4,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LT,2018-01-01,5.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LU,2018-01-01,6.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,LV,2018-01-01,5.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,ME,2018-01-01,5.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MK,2018-01-01,3.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,MT,2018-01-01,7.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NL,2018-01-01,29.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,NO,2018-01-01,16.3,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PL,2018-01-01,4.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,PT,2018-01-01,7.7,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RO,2018-01-01,7.1,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,RS,2018-01-01,10.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SE,2018-01-01,15.2,b,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SI,2018-01-01,6.6,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,SK,2018-01-01,3.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,TR,2018-01-01,7.0,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,M,Y15-74,UK,2018-01-01,12.8,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,AT,2019-01-01,47.5,,
ESTAT:LFSA_EPPGA(1.0),09/01/26 23:00:00,A,PC,F,Y15-74,BE,2019-01-01,41.2,,
