DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,BE,2015-01-01,61.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,BG,2015-01-01,62.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CH,2015-01-01,79.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CY,2015-01-01,62.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CZ,2015-01-01,70.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,DE,2015-01-01,74.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,DK,2015-01-01,72.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EA21,2015-01-01,64.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EE,2015-01-01,71.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EL,2015-01-01,50.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,ES,2015-01-01,57.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EU27_2020,2015-01-01,64.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,FI,2015-01-01,68.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,FR,2015-01-01,63.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,HR,2015-01-01,55.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,HU,2015-01-01,63.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IE,2015-01-01,64.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IS,2015-01-01,84.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IT,2015-01-01,56.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LT,2015-01-01,67.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LU,2015-01-01,66.1,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LV,2015-01-01,68.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,ME,2015-01-01,51.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,MK,2015-01-01,47.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,MT,2015-01-01,65.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,NL,2015-01-01,74.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,NO,2015-01-01,74.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,PL,2015-01-01,62.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,PT,2015-01-01,63.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,RO,2015-01-01,61.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,RS,2015-01-01,52.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SE,2015-01-01,75.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SI,2015-01-01,65.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SK,2015-01-01,62.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,TR,2015-01-01,50.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,UK,2015-01-01,72.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,AT,2015-01-01,63.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,BE,2015-01-01,54.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,BG,2015-01-01,54.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CH,2015-01-01,71.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CY,2015-01-01,56.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CZ,2015-01-01,61.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,DE,2015-01-01,65.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,DK,2015-01-01,63.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EA21,2015-01-01,56.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EE,2015-01-01,65.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EL,2015-01-01,44.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,ES,2015-01-01,51.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EU27_2020,2015-01-01,57.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,FI,2015-01-01,59.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,FR,2015-01-01,56.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,HR,2015-01-01,49.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,HU,2015-01-01,55.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IE,2015-01-01,59.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IS,2015-01-01,79.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IT,2015-01-01,49.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LT,2015-01-01,60.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LU,2015-01-01,60.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LV,2015-01-01,60.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,ME,2015-01-01,47.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,MK,2015-01-01,43.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,MT,2015-01-01,57.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,NL,2015-01-01,65.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,NO,2015-01-01,68.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,PL,2015-01-01,56.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,PT,2015-01-01,57.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,RO,2015-01-01,56.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,RS,2015-01-01,46.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SE,2015-01-01,66.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SI,2015-01-01,57.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SK,2015-01-01,56.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,TR,2015-01-01,47.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,UK,2015-01-01,65.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,AT,2015-01-01,74.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BE,2015-01-01,67.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BG,2015-01-01,67.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CH,2015-01-01,81.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CY,2015-01-01,67.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CZ,2015-01-01,74.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DE,2015-01-01,78.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DK,2015-01-01,75.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EA21,2015-01-01,68.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EE,2015-01-01,76.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EL,2015-01-01,54.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,ES,2015-01-01,62.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EU27_2020,2015-01-01,69.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FI,2015-01-01,72.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FR,2015-01-01,69.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HR,2015-01-01,60.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HU,2015-01-01,68.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IE,2015-01-01,69.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IS,2015-01-01,86.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,IT,2015-01-01,60.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LT,2015-01-01,73.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LU,2015-01-01,70.9,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,LV,2015-01-01,72.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,ME,2015-01-01,56.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,MK,2015-01-01,51.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,MT,2015-01-01,69.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,NL,2015-01-01,76.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,NO,2015-01-01,79.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,PL,2015-01-01,67.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,PT,2015-01-01,69.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,RO,2015-01-01,66.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,RS,2015-01-01,56.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SE,2015-01-01,80.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SI,2015-01-01,69.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,SK,2015-01-01,67.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,TR,2015-01-01,53.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,UK,2015-01-01,76.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,AT,2016-01-01,67.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,BE,2016-01-01,58.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,BG,2016-01-01,60.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CH,2016-01-01,75.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CY,2016-01-01,59.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,CZ,2016-01-01,64.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,DE,2016-01-01,70.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,DK,2016-01-01,69.8,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EA21,2016-01-01,60.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EE,2016-01-01,68.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EL,2016-01-01,43.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,ES,2016-01-01,54.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,EU27_2020,2016-01-01,60.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,FI,2016-01-01,67.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,FR,2016-01-01,60.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,HR,2016-01-01,52.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,HU,2016-01-01,60.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IE,2016-01-01,61.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IS,2016-01-01,83.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,IT,2016-01-01,48.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LT,2016-01-01,68.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LU,2016-01-01,60.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,LV,2016-01-01,67.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,ME,2016-01-01,46.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,MK,2016-01-01,39.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,MT,2016-01-01,55.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,NL,2016-01-01,70.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,NO,2016-01-01,72.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,PL,2016-01-01,58.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,PT,2016-01-01,62.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,RO,2016-01-01,53.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,RS,2016-01-01,48.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SE,2016-01-01,74.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SI,2016-01-01,62.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,SK,2016-01-01,58.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,TR,2016-01-01,31.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-64,TOTAL,UK,2016-01-01,68.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,AT,2016-01-01,59.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,BE,2016-01-01,50.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,BG,2016-01-01,50.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CH,2016-01-01,67.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CY,2016-01-01,53.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,CZ,2016-01-01,54.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,DE,2016-01-01,62.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,DK,2016-01-01,60.4,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EA21,2016-01-01,52.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EE,2016-01-01,62.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EL,2016-01-01,37.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,ES,2016-01-01,47.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,EU27_2020,2016-01-01,52.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,FI,2016-01-01,57.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,FR,2016-01-01,52.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,HR,2016-01-01,45.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,HU,2016-01-01,51.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IE,2016-01-01,55.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IS,2016-01-01,77.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,IT,2016-01-01,41.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LT,2016-01-01,60.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LU,2016-01-01,54.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,LV,2016-01-01,59.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,ME,2016-01-01,42.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,MK,2016-01-01,35.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,MT,2016-01-01,47.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,NL,2016-01-01,60.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,NO,2016-01-01,65.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,PL,2016-01-01,50.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,PT,2016-01-01,54.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,RO,2016-01-01,47.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,RS,2016-01-01,42.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SE,2016-01-01,65.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SI,2016-01-01,54.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,SK,2016-01-01,51.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,TR,2016-01-01,29.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y15-74,TOTAL,UK,2016-01-01,61.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,AT,2016-01-01,70.9,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,BE,2016-01-01,63.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,BG,2016-01-01,64.0,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CH,2016-01-01,77.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CY,2016-01-01,64.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,CZ,2016-01-01,68.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,DE,2016-01-01,74.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,DK,2016-01-01,72.5,b,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EA21,2016-01-01,64.2,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EE,2016-01-01,72.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EL,2016-01-01,46.8,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,ES,2016-01-01,58.1,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,EU27_2020,2016-01-01,64.3,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,FI,2016-01-01,71.7,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,FR,2016-01-01,66.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,HR,2016-01-01,56.5,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,HU,2016-01-01,64.6,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IE,2016-01-01,65.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IS,2016-01-01,84.4,,
ESTAT:LFSA_ERGAN(1.0),17/04/26 11:00:00,A,PC,F,Y20-64,TOTAL,IT,2016-01-01,51.6,,
